id,ad_content
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a13,"35. Ein kleines Losament für eine oder höchstens 2 Personen, sogleich oder auf Fastnachtfronfasten zu beziehen."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a14,"34. In No. 227 kl. Stadt: Zwey schöne helle und trockene Kammern, um Meuubewahren. beln ꝛc. darin auf"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a15,"33. Eine geräumige Schreiner-Boutique, Gesellenkammer, Estrich, Keller und übriger Platz zu Holz, nebst einem schö-"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a16,"32. In No. 1705: Ein schönes geräumiges Zimmer für eine oder 8 Personen, mit oder ohne Meubeln, welches sogleich oder auf Fastnachtfronfasten kann bezoen werden."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a17,"23. In No. 268 auf St. Peters Schanze: Ein helles Losament ebnen Fußes, nebst Brunnen im Haus, an honnete Leute, sten."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a18,"J. Peiß, No. 1153 an der 22. Bey obern Gerbergasse: Ein Losament eine Stege hoch, von 2 Stuben, Kammern, Holzkammer, Keller, Brunnen im Haus und was der Augenschein zeigen wird, an rechtschaffene Leute, sogleich oder auf ehen. zu"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a19,"21. In No. 575 neben der Post: Ein schö nes Losament, enthaltend ein schönes Zimmer mit Alekoven , Kammer, Küche mit ablaufendem Wasserstein, Estrich, und Brunnen, auf Fastnachtfronf."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a2,51. Ein Weiber-Kirchensitz im Kanzelroost
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a20,"20. In No. 528 am Imbergäßlein sind frische aufgerüstete Betten zu verleihen, wie auch neue Betten u. gesteppte Decken verkaufen; alles bilig."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a21,19. Ein helles Losament an stille ehrbare Leute; in No. 683 im kleinen Gerbergäßlein zu erfragen.
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a22,"18. Ein schönes Losament von 3 Zimmern, nebst Kammer und Küche, alles auf einem Boden, und einem Waschhaus, sogleich zu beziehen. Auch eine schöne nußbaumene zweyschläfrige Bettlade; in"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a23,"45. In No. 424 auf dem Heuberg: Ein Losament 2 Stegen hoch, bestehend in Stube und Rebenstube, Küche; ferner eine Stube nebst Kammer und Estrich (Bühne), alles auf einem Boden, an ehrbare und stille Leute, auf FastnachtFronfasten. Ebendaselbst ein Losament ebnen Fußes an eine Näherin oder Vorgängerin; ist sich deßhalb bey Wilh. Rühn, Schloser, in No. 675 an der Gerbergasse, zu"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a24,"44. In No. 206 bey der Clara-Kirche sind 2 schöne Losamenter auf Fastnacht-Fronfasten zu verleihen: Eines ebner Erdevon 2 Stuben, Rebenzimmer, Küche, Platz zu Holz u. der Brunnen im Hof; das Andere eine Stege hoch, von 2 schönen neu austapezirten Stuben mit acht Wandkästen, nebst Kammer, und Küche mit ablaufendem Wasserstein; an ehrba-"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a25,"43. Mehrere Zimmer gegen den Rhein u. die Straße, wobey man auch die Kost giebt, sind mit oder ohne Meublen zu vermiethen u. sogleich zu beziehen in No. 31 St. Joh. Vorstadt. Plusieurs Chambres garnies ou non garmes, dont quelquesuns donnent ur le Rhin, de même la pension dans la maison, se trouvent à louer de suite au No. 31 fauxbourg St. Jean."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a26,42. An der Freyenstraße: Ein ganzer Keller mit 100 Saum Faß. Eine Stube ebnen Iu
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a27,"31. Im Steinen-Quartier: Ein schönes Zimmer für einen Herrn, mit oder ohne Kost."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a28,"30. Am Spahlenberg, weit oben: Ein guter gewölbter Keller mit circa 130 Saum uten; rn"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a29,"29. Zwey Zimmer, die als Comptoir dienen können, nebst einem oder zwey daran to senden Magazinen, und eine Remise."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a3,"50. In Mitte der Stadt: Ein Losament von 4 heizbaren Zimmern, Kammer, Küche und Platz zu Holz, alles im 2ten"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a30,27. In No. 1045 in der AeschenVorstadt: Drey heizbare Zimmer nebst Kammer und Küche mit ablaufendem Wasserstein und Platz zu Holz; alles auf einem Boden; gleich oder auf Fastnachtfronfasten zu beziehen.
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a31,26. In No. 793 bey der Steinenmühle: Ein schön helles Losament. 2 Stegen hoch
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a32,"25. In No. 130 im Kronengäßlein: Ein Losament ebnen Fußes bestehend in Stube, Küche, Kammer und Platz zu Holz; auf Fastnachtfronfasten."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a33,17. Eine in einer der besuchtesten Straßen der Stadt gelegene gangbare Wirthschaft
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a34,In No. 30 an der Rheingasse: Ein Lo16. ament an stille Leute.
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a35,"15. In No. 142 nahe bey'm Riehenthor: Ein helles Losament, bestehend in Stube und Nebenstube, einer Kammer, alles auf einem Boden, Küche mit ablaufendem Wasserstein und was der Augenschein eigen wird, auf Fastnachtfronfasten."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a36,"14. In No. 23 B. St. Johann-Vorstadt: Eine Lokalität von einigen Zimmern ebner Erde, für Magazine und Comptoir dienlich, nebst einem Keller, auf Fastfasten. tfr."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a37,"13. Ein helles Losament von Stube, Nebenzimmer und kleiner Küche, an wenig Leute ohne Kinder, auf Fastnachtfronfasten, oder auch meublirt an einen Herrn nebst Kost; ist sich zu melden in No. 40. St. Johann-Vorstadt."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a38,"12. In No 295. an der Webergasse: Ein Losament von Stube, Kammer, Küche, auf einem Boden, u. Platz zu Holz, auf stnachtfronfasten."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a39,11. Eine trockene geräumige Kammer in der Steinen-Vorstadt; zu erfragen in No. 40. St. Johann-Vorstadt.
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a4,"49. In No. 783 an der vordern Steinen: Ein Stall für 5 à 6 Pferde, nebst HeuBühne."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a40,"41. In No. 21 im Schafgäßlein: Ein Losament ebnen Fußes, bestehend in Stube, Küche und etwas Platz zu Holz, an wenig und stille Leute, sogleich oder auf Fastnachtfronfasten zu be"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a41,"24. In No. 1443: Ein Losament u. Stube und Nebenstube mit Alekoven, Küche, 2 Kammern und noch einem Stüblein, alles auf einem Boden, nebst einem Keller, an honnete Leute, auf FastnachtFronfasten oder sogleich zu beziehen. Ebendaselbst ist noch ein großer gewölbter Keller zu verleihen."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a5,"48. Da der angebahnte Kauf der Gysinschen Behausung nicht zu Stande gekommen, so ist in Ermanglung eines andern Käufers dieselbe an eine Herrschaft zu verleihen; alles, selbst Remise, Stalung u. Heubühne sind im schönsten Zusen bey Notar Dietz. de"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a6,"47. Ein geräumiger Stall zu 5 Pferden, und Platz, um Gefährter zu stellen."
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a7,46. 800 Franken Vogtsgeld auf gute Versicherung.
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a8,"40. Eine Wohnung von Stube, Nebenzimmer, Kammer, beschlüssiger Küche, und was der Augenschein weiter zeigen wird in No. 108 kl. Be"
e9b5f3e8-a6a6-57e6-91c7-36c5020421e9/a9,39. Auf dem hintern Bach: Ein kleines Losament an stille Leute.
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a1,"22. Ein neues sehr leichtes einspänniges Chaislein mit eisernen Achsen, um billigen Preis; auch sind wieder zu haben: gesottene Roßhaare zu 6 und 7 Btz. pr. lb, und Waldhaare à 2 Btz. per lb; bey Langmesser-Engel, in No. 375 kl. Basel."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a10,"9. Ein guter, wohlbeschlüssiger, tannener einthüriger Kasten, wegen Mangel an Preis in No. 917 Platz ge um bil"
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a11,"Eine gut unterhaltene Behausung, enthaltend 4 heizbare Zimmer, 2 Nebenzimmer, 3 Kammern. 3 Küchen, Estrich einen gewölbten Keller und ein anderer Keller, Holzhaus, Höflein u. was der Au. genschein weiter zeigen wird, steht aus freyer Hand zu verkaufen, und ist die Besichtigung täglich im Haus vorzunehmen."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a12,"7. Beste süß eingesottene Butter, Kübelund 1/2 Kübelweise à 5 1/2 Btz. und Pfundweise à 5 3/2 Btz., in extra guter QualiEmanuel Christen, tät; bey No. 849 an der Thorsteinen."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a13,"6. Drey runde 50säumige, 4 runde 30säumige und 3 runde 12säumige Fässer; alle so gut wie neu, und weingrün."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a14,"5. Da Unterzeichneter die in sein Fach einschlagenden Artikel in gütige Erinnerung bringt, als Gersten, Reis, schönes Reismehl, u. immer ganz frisch eingesottene Butter, grobe u. reine Nudlen, nebst seinen übrigen Mehl-Sorten, so empfiehlt er sich bestens. Leonhard Ofer Sohn,"
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a15,"18. Im Musikverlage von Ernst Knop ist mit Eigenthumsrecht erschienen: Alary, J. Die Treue des Erbarmers, Gedicht von Alb. Knapp, für 1 Singst. mit Begl. des Pianoforte oder der Guitarre, und Mad. Merian-Stickelberger gewidmet. Preis 20 Kreuzer."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a16,"17. In der Schneider'schen Buchhandlung sind folgende Schriften zu haben: Der erste Brief Petri, mit Berlcksichtigung des ganzen biblischen Lehrbegriffs, ausgelegt von Wilh. Steiger. 40 Btz. Die Pesperglocke. Oder Vorbereitungen auf den Tag des Herrn. 9 Btz. Geistlicher Liederschatz. Sammlung von 2000 der vorzüglichsten geistlichen Lieder für Kirche, Schul u. Haus, und alle Lebensverbältnisse. 42 Btz. Sodann ist wieder zu haben: Das vielverlangte Buch, Sendschreiben geprüfter Christen an weiland den gebeimen Hofrath Jung Stilling. 27 Btz."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a17,"12. Neueste Schriften. Geschichte des Kaisers Napoleon. Nach Diktaten u. eigenh. Notizen d. Kaisers ꝛc. Bearb. v. A. Hugo. Aus dem Franz. v. A. Schäfer. 4 Bde. in gr. 8., jeder mit 8 prachtvollen Abbildungen (die Großthaten Napoleons vorstellend) nach Zeichnungen v. Charlet in Paris. 1ster Band, brosch 6 Btz. Weitzmanns sämtl. Gedichte in reindeutscher u. schwäbischer Mundart, 3te Aufl. brosch. 24 Btz. Der Gräff wie er leibt lebt. Eine wahrhaftige Schulscene, aus den Pap. eines Ersttlässers, 3te verm. Aufl. mit Kupf. br. 5 Btz. Scherz u. Ernst zur Lust u. Lehre in einer trüben Zeit, mit Vign. brosch. 20 Btz. Blaube, Liebe, Hoffnung, die sichersten Fübrerinen auf unserer Pilgerschaft zum Ziele der seligen Vollendung. Ein Andachtsbuch in Liedern, à Thle. mit Kupf. brosch. 24 Btz. In der Holdenecker'schen Leihbibliothek."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a18,"11. Predigten von Dr. Ernst Zimmermann, Hofprediger in a m st dt, in 7 Bänden, so viel als neu; in Commission zu verkaufen bey C"
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a19,"4. Von dem extraguten Bremer TheeTabak N. 3. à 12 Batzen das Pfund, ist wieder ganz frisch angelangt. Auch guter Cognac à 10 Btz. u. extra gutes Kirschwasser à 8 Btz. die Maas, u. schöne dürre Zwetschgen à 5 kr. das lb. bey Niklaus Christen an der obern Gerbergasse."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a2,"21. J. B. Du by devant la poste, vient de recevoir de Paris: des grands Hambeaux en girandoles à 2 et 3 bras; chandeliers et lampes en bronze doré, bien assortis de formes et dans le gout nouveau; de plus, des cadres pour portraits en bois noir et cereles bien dorés, bien assortis de grandeurs et formes, carré, rond et tous aux prix les plus modiques."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a20,"3. Bey Urs Pfluegi in Himmelried, in der Amtey Thierstein, sind 15 Imben zu verkaufen; die Liebhaber belieben sich bey ihm selbst zu melden."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a21,"2. Eingemachte Früchten, Chinois glacés, frische Pomeranzen und Zitronen, bey Frau Riggenbach an der untern Freyenstraße"
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a22,1. Die Eckbehausung No. 1542 auf der Eisengasse steht aus freyer Hand zu verkaufen; wegen Besichtigung ist sich im Hause selbst zu melden; nähere Auskunft Burckhardt-Roth ertheilt in No. 455 beym Spahlenthurm
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a3,"20. Anzeige an das E. Publikum. Daß das Möbeln-Magazin auf E. E. Zunft zu Schneidern frischerdings mit aller Sorten Möbeln versehen ist, als: Sekretäre, Kommoden. Tische, Bettstätten, Kästen. Sessel. kleine Toilettes, wie auch eine Toilette von 5 Fuß hoch mit zwey Spiegeln, Arbeitsund Schreibtische die hier in Basel noch nicht gesehen worden sind, zeigt ergebenst an Der Verwalter des Möbeln-Magazin-"
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a4,"19. Schuhe von elastischem Gummy, welche sehr dauerhaft und wodurch keine Feuchtigkeit dringt, sind noch einige Paar zu haben bey Langmesser-Engel, No. 375 kl. A"
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a5,"16. Frau Dietrich am Spahlenberg No. 500, hat frischerdings erhalten: feiner Nansu u. schwarzer Marceline, der Stab à 15 Btz. Auch hat sie wieder eine Auswahl neuverfertigter Hauben und Chemisettes."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a6,"16. Haar Pommade von ächtem Canaden. sischem Bärenfett, welche sich zum Wachs thum, zur Erhaltung und Verschönerung der Haare sehr wirksam zeigt, ist zu 8 Btz das Häfelchen zu haben bey Frau Knop-Stähelin, auf der Eisengasse."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a7,14. Circa 100 Ellen ganz reines reistenes Haustuch à Btz. 7 1/2 die Elle.
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a8,"13. Maulbeeren-Saft der Schoppen à 8 Btz. 1. Himbeeren-Saft der Schoppen à 7 ist zu haben in No. 152 der kleinen Stadt an der Rebgasse; man bittet, die Fläschchen dazu mitzusenden; wie auch eingemachte saure Kirschen à 8 Btz."
fbacba24-cd8d-5d94-bac8-8d1a24957ced/a9,"10. Schöne und gute Grundbirnen, der Sack zu 3 gr. Sester à 15 Btz. bey F. Schneider, am Bäumlein."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a0,"12. Der Einsender des Art. No. 22 allerhand Nachrichten, zeigt hiedurch den ich für das darin angekündigte Geschäft gemeldeten E. Personen höflichst an, daß dasselbe bereits einen Liebhaber erhalten hat, und dankt Ihnen für stattgehabte Bemühung bestens unter Versicherung der strengsten Discretion."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a1,"Gemeinds-Beschluß. 11. Es wird E. E. Publikum bekannt gemacht, daß das Sandwerfen auf der Riehener Wiese für alle und jede bey einer Buße von 2 Franken verboten ist. Riehen, den 27. Jan. 1834. Im Ramen des Gemeinderaths: Der Präsident: Singeisen."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a2,"10. Donnerstags den 13. Februar, Nachmittags 3 Uhr, wird auf L. Lesegesellschaft eine allgemeine Sitzung der Herren Aktionnairs und Mitglieder der Schweizerischen MobiliarVersicherungs-Gesellschaft gegen Brandschaden, Behufs der Erwählung einer neuen Verwaltungs-Commission für den Kanton Basel Stadttheil und zu Behandlung der übrigen Geschäfte Statt haben. Die Herren Aktionnairs und Versicherte dieser Gesellschaft sind höflich ersucht, sich dabey recht zahlreich einzufinden. Basel, am 30. Januar 1834. 7. Das Sekretariat."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a3,"9. Die unterzeichnete Commission, in der Absicht das Publikum des Genusses unseres neuen Schauspielhaues recht hald theilhaftig zu machen, wünscht die zur Ausstattung der Bühne nöthigen Möbeln und Geräthschaften so schnell und so billig als möglich an sich zu bringen. Gegentände dieser Art sind: moderne und altfränkische vorzuglich gothische Sessel, Lehnstühle, Sofas, Kanapes, Fauteuils, Tische, Bestecke Teller, Tassen, Humpen, Becher, Spiegel, Lichtstöcke u. s. w. Da noch in manchem Hause solche Geräthschaften vorhanden sind, welche für den heutzutägigen Gebrauchnicht mehr passen, so ergeht hiemit das Ansuchen an diejenigen Eigenthumer, welche Willens sind sich derselben zum Besten des Theaters zu entledigen, ent weder die zu verkaufenden Gegentände mit Beisetzung des Preises und des Namens des Eigenthümers zu Abwart Häring im Schanhause neben dem Ballenhaus zu senden, oder ein Verzeichniß davon einzugeben. Geschenke werden mit Dank angenommen werden. Die Commission zu Erbanung des neuen Theaters."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a4,"8. Sonntags den 9. Febr. wird die ährliche allgemeine Sitzung der Mitglieder der hiesigen bürgerl. Wittwenu. Waisen-Kasse, Behufs der Rechnungs-Ablegung, Erneuerung der Verwaltungs-Kommission 1. Behandlung der übrigen Geschäfte, auf E. E. Zunft zu Schmieden Vormittags nach dem Hauptgottesdienst Statt finden, zu deren zahlreichem Besuch hiemit höflichst eingeladen wird. – Wobey nochmals in Erinnerung gebracht wird, daß diejenigen neuverehelichten Bürger allhier, welche gesonnen sind, dieser Besellschaft beyzutreten, ersucht sind, ihre und ihrer Gattinen Taufscheine nebst dem Copulationsschein vor dem 9. Febr. bey dem verehrlichen Präsidium, T. Herkn Stadtrath Wilh. Haas, auf dem St. LeonhardsGraben, einzugeben und sich dafür anzumelden. Basel, am 30. Jan. 1834. 7. Das Sekretariat."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a5,"7. Auf den 12. Febr. als dem AeschenMittwoch, werden die Herren Vorgesetzten E. E. Zunft zu Gartnern das jährliche Gefecht des Eisengewichts und Oelmaßes vornehmen. Es werden daher sämtliche Herren Spezierer, Krämper, Seiler und Bräter eingeladen, am besagten Tage Vormittags von 8 bis 11 Uhr ihr Gewicht und Maas auf die Gartnern-Zunft zu senden, um dasselbe echten zu lassen."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a6,"6. Morgen, Freytags den 31. Jan. Abends 4Uhr, wird eine allgemeine Sitzung der Gesellschaft zu Beförderung des Guten und Gemeinnützigen im obern Saale der Lesegesellschaft Statt finden, wozu alle verehrten Mitglieder höflich eingeladen sind. Secretariat."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a7,"5. Einsaßen-Gebühr-Entrichtung in der Stadt Basel und deren Bann. Zum Bezug der Einsaßengebührur das verflossene Jahr 1833. nach Anleitung des Gesetzes vom 7. April 1821. hat Löbl. Polizey-Commission folgende zwey Tage, nämlich Montags den 10. und Dienstags den 11. Februar festgesetzt. Es werden demnach sämtliche allhier wohnende Gewerb und nicht Gewerb treibende Kantonsund Schweizerbürger, so wie auch die Fremden aufgefordert, sich mit ihren Niederlassungsund Bewerbsbewilligungen oder Aufenthaltsscheinen an genannten Tagen Morgens von 9 bis 12 Uhr und Nachmittags von 2 bis 5 Uhr auf dem Rathhaus einzufinden, und ihre Gebühren richtig abzuführen. Wer an diesen beyden Tagen seine Gebühr nicht entrichtet, wird ohne anders eine Einzugsgebühr zu gewartigen haben. Gegeben den 27. Jan. 1834. Namens Löbl. Polizey-Commissihn: Kanzley d-Stadt Basel."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a8,"4. Publikation wegen Zinsentrichtung vom hiesigen Staatsanlehn. Sämmtliche Inhaber hiesiger Staats-Obligationen vom 1. Februar 1832. werden hiemit eingeladen, den mit 1. Februar 1834. fälligen Zins, Samstags den 1. Februar, Morgens von 9 bis 12, und Nachmittags von 2 bis 4 Uhr, im Erdgeschoß des Rathhauses, gegen Vorweisung der betreffenden Titel, beziehen zu lassen. Basel, den 20. Januar 1834. Namens der Staats-Cassa-Verwaltung, das Secretariat."
1539fea1-982c-5e13-bb10-4a731b4ce10a/a9,"13. Es wäre Jemand geneigt, ein eingerichtetes vortheilhaftes Geschäft mit einem hiesigen Bürger gemeinschaftlich zu betreiben; derselbe müßte jedoch wenigstens 1000-1600 Franken Fond leisten können. Nähere Auskunft ertheilt man, unter Verschwiegenheit, auf allfällige Anfrage, welche man unter Adresse B in No. 373 nächst der Rheinbrücke in kl. Basel abzugeben bittet."
212d61b8-2667-559b-aa53-7a992a90b5da/a0,"50. Anzeige an das E. Publikum. Daß das Möbeln-Magazin auf E. E. Zunft zu Schneidern frischerdings mit aller Sorten Möbeln versehen ist, als: Sekretäre, Kommoden Tische, Bettstätten, Kästen, Sessel, kleine Toilettes, wie auch eine Toilette von 5 Fuß hoch mit zwey Spiegeln, Arbeitsund Schreibtische die hier in Basel noch nicht gesehen worden sind, zeigt ergebenst an Der Verwalter des Möbeln-MagazinVereins, J. Ancklin."
212d61b8-2667-559b-aa53-7a992a90b5da/a1,"49. Schuhe von elastischem Gummy, welche sehr dauerhaft und wodurch keine Feuchtigkeit dringt, sind noch einige Paar zu Langmesser-Engel, haben bey No. 375 kl. Basel."
212d61b8-2667-559b-aa53-7a992a90b5da/a10,"33. Bey Urs Pfluegi in Himmelried, in der Amtey Thierstein, sind 15 Imben zu verkaufen; die Liebhaber belieben sich bey ihm selbst zu melden."
212d61b8-2667-559b-aa53-7a992a90b5da/a11,"32. Eingemachte Früchten, Chinois glacés, frische Pomeranzen und Zitronen, bey Frau Riggenbach an der untern rer enstraße."
212d61b8-2667-559b-aa53-7a992a90b5da/a12,31. Die Eckbehausung No. 1542 auf der Eisengasse steht aus freyer Hand zu verkaufen; wegen Besichtigung ist sich im Hause selbst zu melden: nähere Auskunft ertheilt Burckhardt-Roth in No. 455 beym Spahlenthurm.
212d61b8-2667-559b-aa53-7a992a90b5da/a13,30. Auf E. E. Zunft zur Safran ist ganz frisches Wildschweinfleisch zu haben.
212d61b8-2667-559b-aa53-7a992a90b5da/a14,"29. Ein guter Flügel von Mahagoniholz zu 6 1/2 Octaven, zu sehr billigem Preis in No. 550 auf dem Adelber"
212d61b8-2667-559b-aa53-7a992a90b5da/a15,"30. Beste füß eingesottene Butter, Kübel und 1/2 Kübelweise à 5 1/2 Btz. und Pfundweise à 5 3/2 Btz., in extra guter Qualität; bey Emanuel Christen, No. 849 an der Thorsteinen."
212d61b8-2667-559b-aa53-7a992a90b5da/a16,"38. Da Unterzeichneter die in sein Fach einschlagenden Artikel in gütige Erinnerung bringt, als Gersten, Reis, schönes Reismehl, u. immer ganz frisch eingesottene Butter, grobe u. reine Nudlen, nebst seinen übrigen Mehl-Sorten, so empfiehlt er sich bestens. Leonhard Oser Sohn, en"
212d61b8-2667-559b-aa53-7a992a90b5da/a17,"37. Von dem extraguten Bremer TheeTabak N. 3. à 12 Batzen das Pfund, ist wieder ganz frisch angelangt. Auch guter Cognac à 10 Btz. u. extra gutes Kirschwasser à 8 Btz. die Maas, u. schöne dürre Zwetschgen à 5 kr. das lb. bey Niklaus Christen an der obern Gerbergasse"
212d61b8-2667-559b-aa53-7a992a90b5da/a18,"48. In der Schneider'schen Buchhandlung sind folgende Schriften zu haben: Der erste Brief Petri, mit Berücksichtigung des ganzen biblischen Lehrbegriffs, ausgelegt von Wilh. Steiger. 40 Btz. Die Pesperglocke. Oder Vorbereitungen auf den Tag des Herrn. 9 Btz. Geistlicher Liederschatz. Sammlung von 2000 der vorzüglichsten geistlichen Lieder für Kirche. Schul u. Haus, und alle Lebensverhältnisse. 42 Btz. Sodann ist wieder zu haben: Das vielverlangte Buch, Sendschreiben geprüfter Christen an weiland den gebeimen Stilling. 27 Btz. Hofrat un"
212d61b8-2667-559b-aa53-7a992a90b5da/a19,"47. Frau Dietrich am Spahlenberg No. 500, hat frischerdings erhalten: feiner Nansu u. schwarzer Marceline, der Stab à 15 Btz. Auch hat sie wieder eine Auswahl neuverfertigter Hauben und Chemisettes."
212d61b8-2667-559b-aa53-7a992a90b5da/a2,"45. Im Musikverlage von Ernst Knop ist mit Eigenthumsrecht erschienen: Alary, J. Die Treue des Erbarmers, Gedicht von Alb. Knapp, für 1 Sinast. mit Begl. des Pianoforte oder der Guitarre, und Mad. Merian-Stickelberger gewidmet. Preis 20 Kreuzer."
212d61b8-2667-559b-aa53-7a992a90b5da/a20,"28. Da ich die schöne und besonders günstige Jahreszeit nicht kann vorbeygehen lassen, ohne die gefühlvollste Erinnerung an meine werthen Freunde und Gönner zu thun; da ich gegenwärtig besonders schöne und nützliche Landgüter in beyden Theilen des Kantons zu verkaufen u. zu vertauschen den Auftrag habe, auch Häuser in der Stadt von allen Arten, welche zu jedem Gewerb sehr leicht einzurichten wären, (bey diesen Liegenschaften befinden sich einige Gewerbe u. Mahlmühlen, die man sehr billig kaufen könnte). Der Unterzeichnete wird sich alle Mühe geben, jedermann auf das biligste zu bedienen, und empfiehlt sich bestens. Friedrich Hosch, No. 1068 in der Tiefe."
212d61b8-2667-559b-aa53-7a992a90b5da/a21,"46. Neueste Schriften. Geschichte des Kaisers Napoleon. Nach Diktaten u. eigenh. Notizen d. Kaisers ꝛc. Bearb. v. A. Hugo. Aus dem Franz. v. A. Schäfer. 4 Bde. in gr. 8., jeder mit 8 prachtvollen Abbildungen (die Großthaten Napoleons vorstellend) nach Zeichnungen v. Charlet in Paris. 1ster Band, brosch 6 Btz. Weitzmanns sämtl. Gedichte in reindeutscher n. schwäbischer Mundart, 3te Aufl. brosch. 24 Btz. Der Gräff wie er leibt u. lebt. Eine wahrhaftige Schulscene, aus den Pap. eines Erstklässers, 3te verm. Aufl. mit Kupf. br. 5. Btz. Scherz u. Ernst zur Lust Lehre in einer trüben Zeit, mit Vign. brosch. 20 Btz. Glaube, Liebe, Hoffnung, die sichersten Führerinen auf unserer Pilgerschaft zum Ziele der seligen Vollendung. Ein Andachtsbuch in Liedern, 2 Thle. mit Kupf. brosch. 24 Btz. In der Holdenecker'schen Leihbibliothek."
212d61b8-2667-559b-aa53-7a992a90b5da/a22,"36. Predigten von Dr. Ern st Zimmermann, Hofprediger in a m st d t, in 7 Bänden, so viel als neu; in Commission zu verkaufen bey J. C. Schabelitz"
212d61b8-2667-559b-aa53-7a992a90b5da/a23,27. Zwey Knabentrommeln sind zu haben in No. 662 an der Gerbergasse.
212d61b8-2667-559b-aa53-7a992a90b5da/a24,26. Bey Raspar Krug sind wieder frische solländische Bückinge zu haben.
212d61b8-2667-559b-aa53-7a992a90b5da/a25,26. Eine gutconditionirte Bauchoder Wasch-Bütte mit eisernen Reiffen.
212d61b8-2667-559b-aa53-7a992a90b5da/a26,"24. Eine nach neustem Geschmack verfertigte neue einspännige Chaise, und eine neue zweyspännige mit Seiten-Jalousie zu verkaufen oder gegen alte Gefährter zu vertauschen; in der Spitalschmidte."
